,fire_name,veg_label
50742,JUNIPER,C3 Grassland/Steppe
50743,QUINCY,Polar Desert/Rock/Ice
50744,COLD CREEK,Polar Desert/Rock/Ice
50745,LINCOLN,Polar Desert/Rock/Ice
50751,CEDAR RIDG,C3 Grassland/Steppe
50752,BATES,C3 Grassland/Steppe
50753,WILLOW,C3 Grassland/Steppe
50754,EBLACK MTN,C3 Grassland/Steppe
50755,NBROKENBAC,Polar Desert/Rock/Ice
50756,CHAPIN 5,Other
50757,POTTER 1,Polar Desert/Rock/Ice
50758,WILDCAT,Other
50760,CALABASAS,Secondary Tropical Evergreen Broadleaf Forest
50761,BLOCK B,Open Shrubland
50762,CARD SOUND,Open Shrubland
50763,OTAY322,Open Shrubland
50764,GATTON,Other
50765,ALKALIE,Polar Desert/Rock/Ice
50766,SAN PEDRO,Secondary Tropical Evergreen Broadleaf Forest
50767,CATNIP,Polar Desert/Rock/Ice
50803,THEDFORD,Polar Desert/Rock/Ice
50804,LOGAN,Polar Desert/Rock/Ice
50805,CHOKE,Other
50809,BAKER,Secondary Tropical Evergreen Broadleaf Forest
50810,PAUBA,Secondary Tropical Evergreen Broadleaf Forest
50811,JACKS,Polar Desert/Rock/Ice
50812,CANYON 2,Secondary Tropical Evergreen Broadleaf Forest
50813,NARROWS,Secondary Tropical Evergreen Broadleaf Forest
50816,DR. BEAVER,Other
50817,SIMELS 732,Other
50818,KOKHILA HI,Other
50820,MUD FIRE 7,Other
50821,TOUGH/7043,Other
50823,HAWK RIVER,Other
50824,GEORGE RIV,Other
50825,TRAIL,Other
50826,FORAKER,Other
50827,REED RIVER,Other
50828,BIG CREEK,Other
50830,LOCKWOOD 7,Other
50836,SOONKAKAT,Other
50837,COTTONWD 2,Polar Desert/Rock/Ice
50838,LOKERN,Polar Desert/Rock/Ice
50839,MIDWAY CPX,Polar Desert/Rock/Ice
50840,HOPPER,Secondary Tropical Evergreen Broadleaf Forest
50841,CHOCKTAW,Polar Desert/Rock/Ice
50842,WILLIAMS,Other
50843,RABBIT,Secondary Tropical Evergreen Broadleaf Forest
50844,SEWEMUP,Other
50845,HIGHWAY55,C3 Grassland/Steppe
50846,TABLE,Other
50847,TOLBERT,Other
50848,SENTINEL,Polar Desert/Rock/Ice
50849,SUMMIT,Polar Desert/Rock/Ice
50850,WARRIOR,Other
50853,FLAT,Other
50854,POWWAHKEE,C3 Grassland/Steppe
50855,OLYMPIA ST,C3 Grassland/Steppe
50856,DEWEY 2,C3 Grassland/Steppe
50857,BUOY LINE,Other
50859,CORFU,Polar Desert/Rock/Ice
50887,HOLIDAY,Open Shrubland
50888,OAK,Open Shrubland
50889,OSO,Other
50890,DOME,Polar Desert/Rock/Ice
50891,ARCTIC CREEK,Polar Desert/Rock/Ice
50894,GYPSY,C3 Grassland/Steppe
50895,SHEEPEATER,C3 Grassland/Steppe
50896,LAIDLOW,Polar Desert/Rock/Ice
50897,SCHOFIELD,Polar Desert/Rock/Ice
50898,RAINIER CREEK,C3 Grassland/Steppe
50899,BEND,Polar Desert/Rock/Ice
50900,NORTH 25 MILE,Polar Desert/Rock/Ice
50902,TOM,Other
50904,NORTH RYE,Polar Desert/Rock/Ice
50905,BOYER,Polar Desert/Rock/Ice
50906,REFUGE,Polar Desert/Rock/Ice
50907,EDNA,Secondary Tropical Evergreen Broadleaf Forest
50909,CHALLENGE,Polar Desert/Rock/Ice
50910,CHEAHA WILDERNESS,Secondary Tropical Evergreen Broadleaf Forest
50911,AVERY,Polar Desert/Rock/Ice
50913,ROCK BLUFF,C3 Grassland/Steppe
50914,JOJO#3,C3 Grassland/Steppe
50915,WILDCAT,Open Shrubland
50916,CARLA LAKE,Other
50918,BRECK,Polar Desert/Rock/Ice
50919,PIRU,Other
50920,JUNIPER,Secondary Tropical Evergreen Broadleaf Forest
50922,TILDEN #2,C3 Grassland/Steppe
50923,LONE PINE,C3 Grassland/Steppe
50924,SPRING,Temperate Evergreen Needleleaf Forest TmpENF
50925,EAGLE #2,Temperate Evergreen Needleleaf Forest TmpENF
50926,BUCKSKIN,C3 Grassland/Steppe
50927,POCATELLO,C3 Grassland/Steppe
50928,SANDBURN,Polar Desert/Rock/Ice
50929,BRADSHAW,C3 Grassland/Steppe
50930,BIA7,Desert
50931,BOULDER V,Polar Desert/Rock/Ice
50932,MM272,Polar Desert/Rock/Ice
50933,BLACK MTN,Polar Desert/Rock/Ice
50934,RAINBOW,Other
50935,BOYD II,Other
50936,KEYSTONE,Polar Desert/Rock/Ice
50937,SPAULDING,Polar Desert/Rock/Ice
50939,SOUTH TUB,Polar Desert/Rock/Ice
50940,PAHCOON,Other
50941,BULLDOG,Other
50942,MINERSVILE,Other
50943,GEORGE,Other
50944,FAUST,Desert
50947,TOPLIFF,Desert
50948,MUDDYCYN,Polar Desert/Rock/Ice
50949,SADDLE MTN,Polar Desert/Rock/Ice
50950,RATTLESNAK,C3 Grassland/Steppe
50951,VIEW PT,C3 Grassland/Steppe
50952,CLEVELAND,Polar Desert/Rock/Ice
50953,TOKIO,Polar Desert/Rock/Ice
50956,FRITCH2,Polar Desert/Rock/Ice
50957,PALO DORO,Polar Desert/Rock/Ice
50958,HONEYSCRUB,Open Shrubland
50959,HERMAN RDG,Polar Desert/Rock/Ice
50960,SUGARLOAF,Polar Desert/Rock/Ice
50962,SKULLCK,C3 Grassland/Steppe
50963,ELKMEADOW,Polar Desert/Rock/Ice
50999,FY1998-CHARLTON-049,Open Shrubland
51005,PILOT,Other
51008,SHEEP CR,Polar Desert/Rock/Ice
51009,PINE,Polar Desert/Rock/Ice
51010,YELLOW,Polar Desert/Rock/Ice
51011,COW HOUSE,Open Shrubland
51012,FRIENDLY,Open Shrubland
51013,SELLEM/USFS#5,Other
51014,BRIDGE,Secondary Tropical Evergreen Broadleaf Forest
51015,LAGUNA_100,Open Shrubland
51016,LA_JOLLA,Secondary Tropical Evergreen Broadleaf Forest
51021,JONES,Polar Desert/Rock/Ice
51023,TROUT CREEK II,Polar Desert/Rock/Ice
51024,TASSAJARA,Other
51025,HARE,Other
51026,FIVE,Other
51027,SPANISH,Polar Desert/Rock/Ice
51028,DEHAVEN,Desert
51029,WEST MOUNTAIN 2,Desert
51030,BUCKS,Other
51031,HORTON_2,Other
51032,CEMETARY,Other
51033,PIEGEON,Other
51035,MIXING,Secondary Tropical Evergreen Broadleaf Forest
51036,PENDOLA,Other
51038,GUN 2,Desert
51039,NORTON CREEK,Polar Desert/Rock/Ice
51041,ROUGH CRK,Polar Desert/Rock/Ice
51042,GAP/ROUGH CREEK,Polar Desert/Rock/Ice
51043,ANTELOPE,C3 Grassland/Steppe
51044,LA JARA,Polar Desert/Rock/Ice
51045,STATE FIRE,Open Shrubland
51046,BURNOUT,Open Shrubland
51047,HELLSGALE,Polar Desert/Rock/Ice
51048,RAINBO QUR,C3 Grassland/Steppe
51049,HEHE FIRE,Polar Desert/Rock/Ice
51050,RAINBOW,Secondary Tropical Evergreen Broadleaf Forest
51051,DONNELLY F,Other
51053,DENNISON,Other
51054,BEAR CREEK,Other
51056,UPPERWESTF,Other
51057,WITCH,Other
51058,KINK,Other
51059,MINTO,Other
51060,JESSICA,Other
51061,PINGO,Other
51062,KOCACHO,Other
51063,BEAVER CRE,Other
51065,TETTHAJIK,Other
51066,WOOD RIVER,Other
51067,KEVINJIK,Other
51068,UVGOON2,Other
51069,MELOZI MOR,Other
51071,MARSHALL,Other
51072,TOLOVANA,Other
51073,PAH FLATS,Other
51074,ROUNDABOUT,Other
51075,SIRUK CREE,Other
51077,N FORK DAG,Other
51078,JUMPSPRING,Other
51079,HARCUVAR,Secondary Tropical Evergreen Broadleaf Forest
51080,SHANNON,Secondary Tropical Evergreen Broadleaf Forest
51081,SHOCKEY,Open Shrubland
51082,DRY,Desert
51083,RAVE,Polar Desert/Rock/Ice
51084,INKS,Desert
51085,BTU DOE 2,Other
51086,WILLOW,Polar Desert/Rock/Ice
51088,LNU SIXTEE,Other
51090,LITTLE BIG,Temperate Evergreen Needleleaf Forest TmpENF
51091,BROKE WAGO,Temperate Evergreen Needleleaf Forest TmpENF
51092,MIDBUTTE 1,C3 Grassland/Steppe
51093,SHOOFLY,C3 Grassland/Steppe
51094,EAST SLICK,Temperate Evergreen Needleleaf Forest TmpENF
51095,IMPACT SE,Temperate Evergreen Needleleaf Forest TmpENF
51096,CEDARBUTTE,C3 Grassland/Steppe
51097,MULE BUTTE,C3 Grassland/Steppe
51098,GRANDVIEW,C3 Grassland/Steppe
51099,WHISKEYBT,Temperate Evergreen Needleleaf Forest TmpENF
51100,WEDGEBUTTE,C3 Grassland/Steppe
51101,WILSONGUL,C3 Grassland/Steppe
51102,MALLARDLK,Temperate Evergreen Needleleaf Forest TmpENF
51103,FISHEL CRK,Polar Desert/Rock/Ice
51104,HORSE THIE,C3 Grassland/Steppe
51106,MILL IRON,Polar Desert/Rock/Ice
51108,ANTELOPE 2,Other
51109,CEDARS,Desert
51110,MULECANYON,Polar Desert/Rock/Ice
51111,CEDAR 2,Desert
51113,BLITZ,Desert
51114,RESERVOIR,Other
51115,PAH RAH,Other
51116,STILLWATER,Other
51117,SANDSPRGS,Other
51118,WILCOX 2,Other
51119,NEW PASS,Other
51120,SHIRTTAIL,Other
51121,POCO,Other
51122,SHOSHONE,Other
51123,FISH 2,Desert
51124,RED ROCK,Other
51125,HUNTER,Polar Desert/Rock/Ice
51126,CLOVER,Polar Desert/Rock/Ice
51127,PILOT,Polar Desert/Rock/Ice
51128,RAIN,Polar Desert/Rock/Ice
51129,WAGON BOX,Polar Desert/Rock/Ice
51130,IZZENHOOD,Polar Desert/Rock/Ice
51131,FRENCHIE,Desert
51132,HORSECREEK,Desert
51135,ROSE,Polar Desert/Rock/Ice
51136,WELCHES CR,Polar Desert/Rock/Ice
51137,DIDOCOMPLE,Desert
51138,NOSCHOOL2,Polar Desert/Rock/Ice
51139,SIGNBOARD,Polar Desert/Rock/Ice
51140,BLUEGARDEN,Other
51141,DELAMAR,Other
51142,LANG SYNE,Desert
51143,DUNGLENCOM,Polar Desert/Rock/Ice
51144,G VALLEY 1,Polar Desert/Rock/Ice
51145,CYANCO,Polar Desert/Rock/Ice
51146,DENIO COM,Polar Desert/Rock/Ice
51147,COSGRAVE,Polar Desert/Rock/Ice
51148,SOMBRERO,Polar Desert/Rock/Ice
51149,POKER BROW,Polar Desert/Rock/Ice
51150,JUNGO COM,Polar Desert/Rock/Ice
51151,CHIMNEY,Polar Desert/Rock/Ice
51152,ROCHESTER,Desert
51153,EUGENE,Polar Desert/Rock/Ice
51154,LONE BUTTE,Polar Desert/Rock/Ice
51155,TUNG HOUSE,Polar Desert/Rock/Ice
51156,PASS CRK,Polar Desert/Rock/Ice
51157,GARCIA,Open Shrubland
51158,LNG HOLLOW,C3 Grassland/Steppe
51159,STONEHOUSE,Temperate Evergreen Needleleaf Forest TmpENF
51161,HORSE CR,Temperate Evergreen Needleleaf Forest TmpENF
51162,LITTLEHOLE,Other
51163,S RAILROAD,Other
51164,RUSH,Desert
51165,PETERSON,Polar Desert/Rock/Ice
51166,CLAY PIT,Desert
51167,DRY CYN,Polar Desert/Rock/Ice
51168,CLARKELEN,C3 Grassland/Steppe
51171,JUNIPER,Secondary Tropical Evergreen Broadleaf Forest
51174,BIGELK,Other
51177,HICKORY IS,Open Shrubland
51181,BADGER FIR,Polar Desert/Rock/Ice
51183,NORTH UNIT,Open Shrubland
51214,FULTON CREEK,Other
51215,MARSH FORK,Other
51217,BIG JARRELL,Other
51233,PAD,Secondary Tropical Evergreen Broadleaf Forest
51234,CANYON II,Polar Desert/Rock/Ice
51235,CROOKED,Polar Desert/Rock/Ice
51236,ELIZABETH,Polar Desert/Rock/Ice
51238,BOBCAT,Desert
51239,OUTLET,Other
51240,ROCKY HULL,Polar Desert/Rock/Ice
51241,VIVEASH,Polar Desert/Rock/Ice
51242,TRAIL CREEK,C3 Grassland/Steppe
51243,SIERRA,Secondary Tropical Evergreen Broadleaf Forest
51244,BURNT FLATS,Polar Desert/Rock/Ice
51245,PUMPKIN,Polar Desert/Rock/Ice
51248,MONUMENT CANYON,C3 Grassland/Steppe
51249,WEST BASIN,Polar Desert/Rock/Ice
51250,PLASKETT 2,Polar Desert/Rock/Ice
51254,THREE BEARS,Polar Desert/Rock/Ice
51256,BLACK LAKE,C3 Grassland/Steppe
51261,CAMP,Polar Desert/Rock/Ice
51265,MAYNARD,Polar Desert/Rock/Ice
51266,WARM SPRINGS,Polar Desert/Rock/Ice
51267,BLODGETT TRAILHEAD,C3 Grassland/Steppe
51268,THIRTY,Polar Desert/Rock/Ice
51269,LONELY CREEK,Polar Desert/Rock/Ice
51270,HAMILTON CREEK,Polar Desert/Rock/Ice
51271,COYOTE,C3 Grassland/Steppe
51272,BEAR,Polar Desert/Rock/Ice
51273,FALLS,C3 Grassland/Steppe
51274,LITTLE BLUE JOINT,Polar Desert/Rock/Ice
51275,TAYLOR SPRINGS,Polar Desert/Rock/Ice
51276,RAZOR,Polar Desert/Rock/Ice
51277,MARLIN SPRINGS,Polar Desert/Rock/Ice
51278,BURKE,C3 Grassland/Steppe
51279,FONTENELLE,C3 Grassland/Steppe
51280,ENOS,C3 Grassland/Steppe
51281,BOULDER,C3 Grassland/Steppe
51282,BLIND TRAIL,C3 Grassland/Steppe
51283,MORSE,Polar Desert/Rock/Ice
51284,RANKIN CREEK,Polar Desert/Rock/Ice
51286,BUTTS,C3 Grassland/Steppe
51287,FILLY,C3 Grassland/Steppe
51288,PACKER MEADOWS,C3 Grassland/Steppe
51289,APAREJO,Polar Desert/Rock/Ice
51290,PINE GULCH,C3 Grassland/Steppe
51291,SHORT CREEK II,C3 Grassland/Steppe
51292,CLEAR CREEK,C3 Grassland/Steppe
51293,LONG BAY,Open Shrubland
51295,MILE POST 244,Polar Desert/Rock/Ice
51296,LYDIA MTN.,Polar Desert/Rock/Ice
51297,CLIFF POINT,Polar Desert/Rock/Ice
51298,STONE HILL,Polar Desert/Rock/Ice
51299,UPPER BEAVER,Polar Desert/Rock/Ice
51300,CHIPMUNK,Polar Desert/Rock/Ice
51302,JIM CREEK RANCH,Polar Desert/Rock/Ice
51303,DEEP CREEK CABIN,Polar Desert/Rock/Ice
51304,CARROL CREEK,C3 Grassland/Steppe
51305,THORN,Polar Desert/Rock/Ice
51306,CAVE GULCH,Polar Desert/Rock/Ice
51307,HIGH MEADOWS,Other
51308,MANTER,Polar Desert/Rock/Ice
51309,FLAT FIRE,Polar Desert/Rock/Ice
51310,UPPER NINEMILE,Polar Desert/Rock/Ice
51311,ALPINE DIVIDE,Polar Desert/Rock/Ice
51312,MONTURE COMPLEX,Polar Desert/Rock/Ice
51313,SPREAD RIDGE,Polar Desert/Rock/Ice
51314,LANDOWNER MNT,Polar Desert/Rock/Ice
51315,BEAVER CREEK,Polar Desert/Rock/Ice
51316,JASPER,C3 Grassland/Steppe
51317,STORRIE,Other
51318,MORNING DOVE,Other
51319,PASTURE 9 BURN,Polar Desert/Rock/Ice
51320,CREE,Secondary Tropical Evergreen Broadleaf Forest
51324,MUSSIGBROD,Polar Desert/Rock/Ice
51325,WILD CREEK,Other
51326,BOAR CREEK,Other
51327,FTMANUEL,Polar Desert/Rock/Ice
51328,TRIBLE,Polar Desert/Rock/Ice
51329,JENSEN,Polar Desert/Rock/Ice
51330,GENO H.,Polar Desert/Rock/Ice
51331,CLOVER,Polar Desert/Rock/Ice
51332,PEPPER CR.,C3 Grassland/Steppe
51333,NO FLESH,C3 Grassland/Steppe
51334,DECKER,C3 Grassland/Steppe
51335,RL208,Polar Desert/Rock/Ice
51336,RL207,Polar Desert/Rock/Ice
51337,VANDERBURG,Polar Desert/Rock/Ice
51338,CLEARDIVID,Polar Desert/Rock/Ice
51339,BUFFALO LK,Polar Desert/Rock/Ice
51340,RANGE,C3 Grassland/Steppe
51341,MULE DRY,C3 Grassland/Steppe
51342,VIEJAS,Open Shrubland
51343,PEASE,Polar Desert/Rock/Ice
51344,MUDDYCRK,C3 Grassland/Steppe
51346,PONY,Other
51347,RIDGE,Secondary Tropical Evergreen Broadleaf Forest
51349,WILD,Other
51350,SPIRIT LAKE,Other
51351,BEAVER CRE,Other
51352,GRANT CREE,Other
51353,ZITZIANA,Other
51354,TOLOVANA F,Other
51355,BERING CREEK,Other
51356,FORAKER,Other
51357,OTTER CREE,Other
51358,BEARPAW MT,Other
51359,YUKONCREEK,Other
51360,UPPER OTTE,Other
51361,NATLARATLE,Other
51362,BOX RIVER,Other
51363,CHITSIA,Other
51364,GRAND CREEK,Other
51365,PASTOLIAK,Other
51366,SHELL,Polar Desert/Rock/Ice
51367,HUNTER,Other
51368,LNU MORGAN,Other
51369,TGU WEIN,Other
51371,BUSTERFLAT,Polar Desert/Rock/Ice
51372,SCANDARD,Other
51373,WINTERVLLY,Desert
51374,CONE MTN,Other
51375,HAMILTON,Other
51376,ARCH CANYN,C3 Grassland/Steppe
51377,SE IMPACT,Temperate Evergreen Needleleaf Forest TmpENF
51378,BLUE CREEK,C3 Grassland/Steppe
51379,FLAT BROKE,Temperate Evergreen Needleleaf Forest TmpENF
51380,MCDONALD,Polar Desert/Rock/Ice
51381,GRASS FIRE,C3 Grassland/Steppe
51382,OREGONTRAI,C3 Grassland/Steppe
51384,KETTLE BTE,C3 Grassland/Steppe
51385,MOONSHINE,Temperate Evergreen Needleleaf Forest TmpENF
51386,COFFEE PNT,C3 Grassland/Steppe
51387,FISHER SPG,Temperate Evergreen Needleleaf Forest TmpENF
51388,FLAT TOP,Temperate Evergreen Needleleaf Forest TmpENF
51389,SUPPON CRK,C3 Grassland/Steppe
51390,TIN CUP,C3 Grassland/Steppe
51391,BUCKSKIN,C3 Grassland/Steppe
51392,CAMAS,C3 Grassland/Steppe
51393,TAYLOR,C3 Grassland/Steppe
51394,CEDARFIELD,Temperate Evergreen Needleleaf Forest TmpENF
51396,E FALL CRK,Temperate Evergreen Needleleaf Forest TmpENF
51397,NAF,C3 Grassland/Steppe
51398,HIGHPOINT,Temperate Evergreen Needleleaf Forest TmpENF
51399,CALDERCR,Temperate Evergreen Needleleaf Forest TmpENF
51400,COALBANKS,C3 Grassland/Steppe
51401,C ROCKS,C3 Grassland/Steppe
51402,SNOWLINE,Polar Desert/Rock/Ice
51403,BOULDER COMPLEX,C3 Grassland/Steppe
51404,RYAN GULCH,Polar Desert/Rock/Ice
51405,TOSTON MAUDLOW,C3 Grassland/Steppe
51406,CEDARBUTTE,C3 Grassland/Steppe
51408,TOOKE,Polar Desert/Rock/Ice
51409,ANTELHUNG,Other
51410,RAMSEY,Other
51411,COTTONWOOD,Other
51412,TWIN PEAKS,Other
51415,LINKA,Desert
51416,BEOWAWE,Desert
51417,COUNTYZONE,Polar Desert/Rock/Ice
51418,COLD SPRGS,Polar Desert/Rock/Ice
51419,3 MILE,Polar Desert/Rock/Ice
51420,WILDCAT,Polar Desert/Rock/Ice
51422,CHOKECHERR,Polar Desert/Rock/Ice
51423,CHERRY,Other
51424,COYOTE,Other
51425,KELLY CRK,Polar Desert/Rock/Ice
51426,CHERRY,Polar Desert/Rock/Ice
51427,DOUBLE H,Polar Desert/Rock/Ice
51428,PRINCE,Polar Desert/Rock/Ice
51429,KEYSTONE,Other
51430,JUNGO,Polar Desert/Rock/Ice
51431,COW CREEK,Polar Desert/Rock/Ice
51432,TRUCKEE,Other
51433,S WILLOW,Polar Desert/Rock/Ice
51434,MAHOGANY,Polar Desert/Rock/Ice
51435,XT,Open Shrubland
51436,CASCABEL,Open Shrubland
51439,GRANDADDY,Secondary Tropical Evergreen Broadleaf Forest
51440,BRANTLEY,Open Shrubland
51441,CHANCE,Secondary Tropical Evergreen Broadleaf Forest
51445,SNIPTONCYN,C3 Grassland/Steppe
51446,JACKSON,Polar Desert/Rock/Ice
51447,WHITE MULE,Temperate Evergreen Needleleaf Forest TmpENF
51448,KERN,C3 Grassland/Steppe
51449,GRASSY,Other
51450,BROAD,Other
51451,MONA WEST,Other
51452,SWAINS,Other
51454,BORROW PIT,Polar Desert/Rock/Ice
51456,SROSERANCH,Polar Desert/Rock/Ice
51458,BISMARK,Desert
51460,TENMILEPAS,Desert
51461,SWEETWATER,Other
51463,ORMSBY,C3 Grassland/Steppe
51465,HENDERSON,C3 Grassland/Steppe
51467,WLD HORSE,Polar Desert/Rock/Ice
51468,SHEEP MT,Polar Desert/Rock/Ice
51469,SAND,Other
51470,BIRCHER,Other
51471,CERRO GRANDE,Polar Desert/Rock/Ice
51472,POTTER #2,Polar Desert/Rock/Ice
51473,MORAN,C3 Grassland/Steppe
51474,PINNACLES,Other
51475,OLD RAG,Other
51476,HAPPY,Other
51477,DARROW RDG,Other
51479,CITYHALL2,Open Shrubland
51482,GA-2,Open Shrubland
51483,RED CROSS,Polar Desert/Rock/Ice
51485,DRYWELLS,Polar Desert/Rock/Ice
51488,CRATERLK-L,Secondary Tropical Evergreen Broadleaf Forest
51490,24 COMMAND,Polar Desert/Rock/Ice
51544,HAWKINS,C3 Grassland/Steppe
51545,KING,Polar Desert/Rock/Ice
51546,PECHANGA,Secondary Tropical Evergreen Broadleaf Forest
51547,CANYON FERRY COMPLEX,Polar Desert/Rock/Ice
51548,ALDER,C3 Grassland/Steppe
51549,FLAGPOLE MOUNTAIN,C3 Grassland/Steppe
51550,WARBONNET,Temperate Evergreen Needleleaf Forest TmpENF
51551,MALONEY,C3 Grassland/Steppe
51553,HORN BUTTE,C3 Grassland/Steppe
51570,LONE PINE,C3 Grassland/Steppe
51571,TACO,C3 Grassland/Steppe
51572,30 MILE,Polar Desert/Rock/Ice
51573,LIBBY SOUTH,Polar Desert/Rock/Ice
51574,BAILEY,Polar Desert/Rock/Ice
51575,MURPHY,Polar Desert/Rock/Ice
51576,TROUGH,Other
51578,UPPER WILLOW CREEK,Polar Desert/Rock/Ice
51579,STREAM,Desert
51580,HORSE CREEK,Polar Desert/Rock/Ice
51581,MARTIS,Other
51583,BLUE,Polar Desert/Rock/Ice
51584,CRANE CREEK,Other
51585,STAR,Other
51586,REX CREEK COMPLEX,Polar Desert/Rock/Ice
51588,PINATOSA,Secondary Tropical Evergreen Broadleaf Forest
51589,FRIDLEY,C3 Grassland/Steppe
51590,PURDY CREEK,C3 Grassland/Steppe
51591,BERGSICKER,Polar Desert/Rock/Ice
51592,MOOSE,Polar Desert/Rock/Ice
51593,BIRK,Polar Desert/Rock/Ice
51595,CRATER,Other
51596,ELK MOUNTAIN #2,C3 Grassland/Steppe
51597,ROGER'S SHACK,C3 Grassland/Steppe
51598,STABLES,Secondary Tropical Evergreen Broadleaf Forest
51599,FOURTH OF JULY,Polar Desert/Rock/Ice
51600,MT. LEONA,Polar Desert/Rock/Ice
51601,FALCON,Polar Desert/Rock/Ice
51602,GREEN KNOLL,C3 Grassland/Steppe
51604,KENAI LAKE,Other
51605,WHITETAIL,Secondary Tropical Evergreen Broadleaf Forest
51606,PICKUP,Open Shrubland
51607,RL215,Polar Desert/Rock/Ice
51608,DAM TOWER,Polar Desert/Rock/Ice
51609,VIRGINIA L,Polar Desert/Rock/Ice
51610,ST MARY'S,Polar Desert/Rock/Ice
51611,LANDFILL,C3 Grassland/Steppe
51612,FISH CREEK,Other
51613,SURVEY LIN,Other
51614,TRACTOR TR,Other
51615,LEONARD,Other
51616,CREEK,Other
51618,OBSERVATIO,Polar Desert/Rock/Ice
51619,NORTH CAN,C3 Grassland/Steppe
51622,N SLATER,C3 Grassland/Steppe
51623,DOE FLAT,C3 Grassland/Steppe
51624,MP47HWY51,Temperate Evergreen Needleleaf Forest TmpENF
51625,ROUGHDIAMO,C3 Grassland/Steppe
51626,BACONPOND,Temperate Evergreen Needleleaf Forest TmpENF
51627,MAINHEGLAR,C3 Grassland/Steppe
51628,SUBLETTRES,C3 Grassland/Steppe
51629,WILLOWCREK,C3 Grassland/Steppe
51630,RANCH,Polar Desert/Rock/Ice
51631,WNA 6,Desert
51632,FISH,Desert
51633,W PEQUOPS,Polar Desert/Rock/Ice
51634,DOUBLE MTN,Polar Desert/Rock/Ice
51635,ISOLATED,Polar Desert/Rock/Ice
51636,WINECUP,Polar Desert/Rock/Ice
51637,MAGGIE CR,Polar Desert/Rock/Ice
51638,TABOR CRK,Polar Desert/Rock/Ice
51639,STAG,Polar Desert/Rock/Ice
51640,DELANO,Polar Desert/Rock/Ice
51641,RODEO CRK,Polar Desert/Rock/Ice
51642,SHEEP,Polar Desert/Rock/Ice
51643,HOT LAKE,Polar Desert/Rock/Ice
51644,COYOTE,Polar Desert/Rock/Ice
51645,BUFFALOCMP,Polar Desert/Rock/Ice
51646,BUTTE,Desert
51647,GOOSEBERRY,Desert
51648,KRUM,Polar Desert/Rock/Ice
51649,SPAULDING,Polar Desert/Rock/Ice
51650,LAMBERTRD,Polar Desert/Rock/Ice
51651,WILLOWTREE,Polar Desert/Rock/Ice
51652,GOLDEN EAG,Polar Desert/Rock/Ice
51654,BIG STICK,C3 Grassland/Steppe
51655,SHEEPSHEAD,C3 Grassland/Steppe
51656,STONEHOUSE,Temperate Evergreen Needleleaf Forest TmpENF
51658,MUSTANG,C3 Grassland/Steppe
51659,QUARTZ,C3 Grassland/Steppe
51660,WAGNER MT,Polar Desert/Rock/Ice
51661,FERRY CYN,C3 Grassland/Steppe
51662,STARVATION,Polar Desert/Rock/Ice
51663,COW HOLLOW,C3 Grassland/Steppe
51664,CROWLEY,C3 Grassland/Steppe
51665,OYWHEE RVR,Temperate Evergreen Needleleaf Forest TmpENF
51666,JACKIESBTE,Temperate Evergreen Needleleaf Forest TmpENF
51667,WESTCRATER,C3 Grassland/Steppe
51668,CAVANAUGH2,Polar Desert/Rock/Ice
51669,MORGAN MTN,Polar Desert/Rock/Ice
51670,KEG MTN,Other
51672,ANTELOPE 4,Polar Desert/Rock/Ice
51673,LITTLE FLD,Polar Desert/Rock/Ice
51674,UNION VLY,Polar Desert/Rock/Ice
51675,GOODNOE,Polar Desert/Rock/Ice
51676,THUNDER CH,Polar Desert/Rock/Ice
51677,KAYE FIELD,C3 Grassland/Steppe
51678,HERRON RIV,Other
51682,HIGHWAY,Other
51684,BEARISLAND,Open Shrubland
51685,LITTLECEZR,Open Shrubland
51686,LOPEZ,Open Shrubland
51689,CLEAR,Polar Desert/Rock/Ice
51690,ECKLUND CX,Polar Desert/Rock/Ice
51693,CRAVENS IS,Open Shrubland
51694,BLACKJACK,Open Shrubland
51698,SAVANNAH S,Open Shrubland
51699,PORTKELLY,C3 Grassland/Steppe
51732,DARBY,Other
51733,NEBO CREEK,Other
51734,MOLLIE,Desert
51735,NORTH FORK,Other
51736,WEST HELL CANYON,C3 Grassland/Steppe
51737,FORT RANCH,Polar Desert/Rock/Ice
51739,NORTH COPPEI,C3 Grassland/Steppe
51740,FY2001-MCINTOSH-095,Open Shrubland
51743,ELK CREEK,Other
51748,EYERLY  0684,Polar Desert/Rock/Ice
51749,MISSIONARY RIDGE,Other
51751,HANG DOG,Other
51752,BIG WASH,Other
51753,CASTLE,Secondary Tropical Evergreen Broadleaf Forest
51755,ACKER,C3 Grassland/Steppe
51756,BOULDER,C3 Grassland/Steppe
51757,BIG BEND,C3 Grassland/Steppe
51758,APPLE,C3 Grassland/Steppe
51759,SANFORD,Other
51760,SEQUOIA,Other
51766,747 FIRE     0747,Polar Desert/Rock/Ice
51767,KELLY CREEK,C3 Grassland/Steppe
51768,MUSTANG,Polar Desert/Rock/Ice
51769,BULLOCK,Open Shrubland
51770,DARNELL,Open Shrubland
51771,FULLER,Other
51772,MIDDLE MTN,Polar Desert/Rock/Ice
51773,QUARTZ CREEK,Polar Desert/Rock/Ice
51774,BIG ELK,Desert
51775,CANNON,Other
51776,ELLSWORTH,Other
51777,LOST CABIN,Other
