,fire_name,fire_size,stat_cause_descr,latitude,longitude,state,discovery_month,putout_time,year
9848,RT. 83,60.0,Debris Burning,37.32002476,-81.83293251,WV,Mar,0,1995
9849,SNAKE RIVER,50.0,Lightning,42.73388889,-100.8588889,NE,Sep,1 days 00:00:00.000000000,2005
9850,INSPIRATIO,1.5,Lightning,37.6995,-119.67543,CA,Aug,1 days 00:00:00.000000000,1996
9851,FY2011-THOMAS-106,1.88,Debris Burning,30.74778817,-83.79940283,GA,Jun,0,2011
9852,FY2013-JEFF DAVIS-005,1.5,Debris Burning,31.74555278,-82.61128889,GA,Jul,0,2012
9853,SPOTS,2.0,Miscellaneous,33.1173,-111.9179,AZ,Jul,0,1994
9854,TWIN LAKES CREEK,75.0,Debris Burning,47.3242,-95.7281,MN,Apr,0,2010
9855,LEFT,10.0,Equipment Use,35.7467,-98.2848,OK,Mar,0,1996
9856,CLOVER LEAF FIRE,3.0,Smoking,37.38699,-86.8107,KY,Oct,0,2010
9857,WOMBLE (28),10.0,Debris Burning,27.1564,-81.2933,FL,Jan,0,2012
9858,STAR GULCH,110.0,Lightning,43.4861,-114.2714,ID,Jul,0,2013
9859,GOAT,3.0,Lightning,33.48833333,-111.25,AZ,Aug,0,1995
9860,FY2011-BEN HILL-076,1.05,Debris Burning,31.78056907,-83.08155231,GA,May,0,2011
9861,CUT KNEE,4.0,Arson,35.8737,-95.16,OK,Mar,0,2008
9862,AVE 6  / EASTSIDE DR,140.0,Miscellaneous,36.836899,-120.403918,CA,Jul,1 days 00:00:00.000000000,2014
9863,HILLS,1.0,Missing/Undefined,39.219067,-121.045467,CA,Sep,0,2010
9864,MASON,1.0,Miscellaneous,47.7286,-102.6736,ND,Aug,0,2005
9865,MOTOR CYCLE,3.0,Smoking,34.89833333,-93.40527778,AR,Aug,0,2005
9866,JOHNSON,4.5,Children,48.2778,-109.7396,MT,Apr,0,1997
9867,FY2015-BLECKLEY-028,9.51,Debris Burning,32.35537778,-83.39021667,GA,Jun,0,2015
9868,JESSICA,1.5,Miscellaneous,48.8503,-99.9782,ND,Apr,0,2004
9869,BADBOY1,1.0,Debris Burning,47.1,-95.7956,MN,Mar,0,2003
9870,RED HILL,1.0,Equipment Use,38.0381,-120.5142,CA,Aug,0,2005
9871,MEGA-WIDE,25.0,Equipment Use,35.0286,-98.3219,OK,Aug,0,2007
9872,FY2001-BRANTLEY-091,635.0,Debris Burning,31.0353,-82.1181,GA,Apr,4 days 00:00:00.000000000,2001
9873,"2867 SUMMERVILLE RD , AL",1.0,Arson,32.4885899,-85.0118735,AL,Oct,1 days 00:00:00.000000000,2011
9874,RED LAKE 019,1.0,Children,47.8708,-95.0972,MN,Apr,0,2011
9875,OTA 14,55.2,Lightning,43.25734,-116.07741,ID,Aug,0,1996
9876,UNNAMED FIRE 0899,22.0,Miscellaneous,34.839110999999995,-118.589792,CA,Jun,0,2006
9877,BOWEN,3.6,Miscellaneous,34.24555556,-117.2305556,CA,Oct,0,2011
9878,JOHN CAMPBELL RD (18),11.7,Lightning,29.5108,-81.4402,FL,Aug,0,2014
9879,DEVILS,15.0,Lightning,33.80833333,-110.8911111,AZ,Jul,14 days 00:00:00.000000000,2011
9880,UNKNOWN,1.0,Lightning,39.6333,-105.3172,CO,Jun,0,2013
9881,MARBLEWASH,18.0,Equipment Use,37.15,-109.0673,UT,Jul,0,1997
9882,SOUTH POT,1086.0,Lightning,42.85,-115.48816,ID,Aug,1 days 00:00:00.000000000,2004
9883,FY2014-DOOLY-002,1.12,Debris Burning,32.16256111,-83.63357778,GA,Oct,0,2013
9884,YOUR CREEK,166.1,Lightning,67.7742,-147.635,AK,Jul,17 days 00:00:00.000000000,2007
9885,BURNS,1.5,Structure,35.89965,-88.61205,TN,Apr,0,2013
9886,P.G CEMETERY ,1.0,Structure,35.68915,-89.57731700000001,TN,Nov,0,2014
9887,IDC,1.0,Miscellaneous,33.7603,-103.9292,NM,Mar,1 days 00:00:00.000000000,2012
9888,FY2015-BERRIEN-027,1.93,Debris Burning,31.16143056,-83.18636389,GA,Mar,0,2015
9889,QUARTZ,2.0,Equipment Use,37.8999,-120.4177,CA,Sep,0,1993
9890,COYOTE 3-7,1.0,Lightning,41.855333,-121.826333,CA,Jul,0,2015
9891,COPPERHEAD RD1 (38),2.0,Lightning,29.0605,-82.5768,FL,Jul,0,2015
9892,R148,3.0,Children,47.8666,-94.9836,MN,Apr,0,1998
9893,HAYSTACK,1.8,Lightning,34.7584,-109.7807,AZ,Jun,0,2000
9894,RENEE DRIVE FIRE,2.0,Debris Burning,36.216617,-84.8554,TN,Mar,0,2014
9895,PLEASANT VALLEY RD.,3.0,Debris Burning,38.37966404,-82.44382801,WV,Mar,0,2001
9896,THISTLE ROAD,8.0,Debris Burning,32.48031,-105.59373,NM,May,0,2009
9897,ROSS FORK2,5.0,Children,43.0285,-112.2697,ID,Jul,0,1996
9898,LOG JAM,1.0,Arson,34.4878,-98.348,OK,Jun,0,2009
9899,CHEROKEE 1,304.0,Arson,34.284145,-85.520185,AL,Mar,0,2004
9900,FY2015-TELFAIR-027,5.1,Children,31.99569444,-82.95488889,GA,Feb,0,2015
9901,WATERS,862.0,Equipment Use,48.1753,-107.8625,MT,Jul,1 days 00:00:00.000000000,2012
9902,HENDERSON - 196,2.0,Debris Burning,32.3478,-95.16683333,TX,Jun,0,2011
9903,GREENES,25.0,Equipment Use,36.08333333,-81.63333333,NC,Apr,0,2006
9904,FY2014-GWINNETT-003,9.75,Debris Burning,33.99835,-83.88308611,GA,Feb,0,2014
9905,BLUETT,3.0,Children,44.14166667,-114.4419444,ID,Apr,0,2002
9906,LINDEN - 11,15.0,Debris Burning,33.10177778,-95.15716667,TX,Jan,0,2009
9907,SMITH EAST,7.0,Lightning,48.44805556,-116.0922222,ID,Aug,7 days 00:00:00.000000000,2000
9908,RANGE,2.6,Lightning,40.6831,-115.5108,NV,Aug,1 days 00:00:00.000000000,2015
9909,12,5.0,Debris Burning,38.8,-95.17,KS,Mar,0,2015
9910,SHANNON,340.0,Debris Burning,36.5106,-96.4142,OK,Apr,0,2000
9911,LAKEWOOD,1.0,Debris Burning,36.8033,-108.16,NM,Jun,6 days 00:00:00.000000000,2012
9912,HANGING ROCK,1.0,Debris Burning,39.25902369,-78.58658545,WV,May,0,1997
9913,MYSTERY,2.0,Equipment Use,35.538333,-79.115,NC,Mar,0,2015
9914,LAWNMOWER FIRE,1.0,Equipment Use,34.66833333,-79.475,NC,Mar,0,2010
9915,LINDEN - 66,7.0,Debris Burning,32.61316667,-95.06825,TX,Apr,0,2010
9916,KIMAMA2,7.0,Fireworks,42.8516,-113.7947,ID,Jun,0,1999
9917,SNOWSLIDE,16.0,Lightning,38.56611111,-119.6486111,CA,Aug,3 days 00:00:00.000000000,2013
9918,VIRGINIA SAM,1.5,Equipment Use,34.6325,-94.65333333,OK,Apr,0,2012
9919,FY2012-BULLOCH-042,46.3,Debris Burning,32.26093424,-81.55082684,GA,Feb,0,2012
9920,GALENA VOR,11.0,Lightning,64.7533,-156.7608,AK,Jul,1 days 00:00:00.000000000,2009
9921,JEF2937349,1.0,Debris Burning,34.15112,-92.4208,AR,Feb,0,2014
9922,TROUT,40.0,Lightning,33.93333333,-109.0,NM,Jul,25 days 00:00:00.000000000,2004
9923,FY2000-CRAWFORD-043,3.24,Debris Burning,32.6985,-83.8527,GA,Feb,0,2000
9924,DARK #2,2.0,Lightning,35.84833333,-106.645,NM,Jul,1 days 00:00:00.000000000,1996
9925,INDIAN,20.0,Children,36.586439,-118.084619,CA,Sep,0,2003
9926,EDDY GRADE,6.0,Debris Burning,30.54083333,-82.34166667,FL,Feb,0,1996
9927,TURKEY RIDGE,15.0,Debris Burning,37.96444444,-83.48194444,KY,Mar,1 days 00:00:00.000000000,2006
9928,ALAMOCITO,3.0,Lightning,34.01916667,-108.2672222,NM,May,0,2003
9929,MEDANO,6249.0,Lightning,37.8064,-105.5058,CO,Jun,178 days 00:00:00.000000000,2010
9930,GROGAN ROAD FIRE,1.57,Debris Burning,45.4399,-87.86355,WI,Apr,0,2009
9931,SNOW CREEK,493.0,Lightning,42.09848,-115.97573,ID,Aug,3 days 00:00:00.000000000,2001
9932,57 - SURVEYOR FIRE,10.0,Arson,30.8824,-86.9722,FL,Mar,0,2011
9933,FY2013-WASHINGTON-011,15.2,Campfire,33.02125,-82.82522222,GA,Sep,0,2012
9934,KERN,13.0,Lightning,36.4406,-118.4164,CA,Aug,84 days 00:00:00.000000000,2014
9935,"24 WISE ROAD, AL",5.0,Miscellaneous,32.1918398,-85.2518396,AL,May,0,2011
9936,BIG BUCK,77.0,Arson,35.7867,-94.5469,OK,Nov,0,2012
9937,SACRIFICE,8.0,Debris Burning,30.7175,-89.09472222,MS,Mar,3 days 00:00:00.000000000,2006
9938,BIG LAKE,1549.0,Arson,46.3636,-100.5881,ND,Mar,1 days 00:00:00.000000000,2015
9939,"BREWTON HWY & CO RD 47, AL",3.0,Arson,31.1051779,-87.0721918,AL,May,0,2011
9940,BATTLEMENT,610.0,Lightning,39.45,-108.0006,CO,Jun,2 days 00:00:00.000000000,1994
9941,SUGARCAMP BRANCH,8.0,Arson,38.49965565,-81.97862078,WV,Oct,0,2001
9942,WALTONIA,8.0,Lightning,40.40166667,-105.37333329999998,CO,Aug,3 days 00:00:00.000000000,1996
9943,TALLAC,2.0,Miscellaneous,38.91888889,-120.0669444,CA,Jul,0,2003
9944,UNNAMED FIRE 0550,25.0,Powerline,35.319494,-119.664469,CA,Sep,0,1998
9945,STORM,2.0,Miscellaneous,34.0378,-114.4339,AZ,Sep,7 days 00:00:00.000000000,2006
9946,BOGUS CREEK 3,5.0,Lightning,61.17,-160.48,AK,Jun,2 days 00:00:00.000000000,2015
9947,SPECIAL,1.0,Lightning,44.27833333,-103.8633333,SD,May,0,1992
9948,TRIPLETS,4.0,Arson,33.3001,-110.3006,AZ,Jun,0,1992
9949,GOV.II,5.0,Fireworks,43.0331,-102.7306,SD,Jun,0,2006
9950,HWY. 19,10.0,Equipment Use,34.89913,-98.40127,OK,Jan,1 days 00:00:00.000000000,2011
9951,WESTWATER2,350.0,Powerline,39.1333,-109.134,UT,Aug,0,1993
9952,FY2011-TALBOT-027,0.54,Debris Burning,32.67902357,-84.44042906,GA,Feb,0,2011
9953,ROCKY KNUC,5.3,Equipment Use,48.2993,-118.3439,WA,Aug,1 days 00:00:00.000000000,2002
9954,FY2013-HARRIS-004,1.4,Debris Burning,32.82991667,-84.78508333,GA,Oct,0,2012
9955,129723-11410-03162015-1600,1.0,Miscellaneous,37.456,-92.547,MO,Mar,0,2015
9956,HELL CANYON,35.0,Lightning,43.37,-103.6683333,SD,May,0,2000
9957,EC 20139,45.0,Arson,34.5408,-94.8403,OK,Oct,0,2010
9958,PILOT POINT DUMP,2.0,Arson,57.59,-157.5014,AK,Jun,1 days 00:00:00.000000000,2010
9959,WOODVILLE - 197,2.0,Equipment Use,30.10361111,-94.35916667,TX,Aug,0,2009
9960,NEWCOMB,2.0,Debris Burning,38.17957918,-82.39508134,WV,Apr,0,2001
9961,BROCKTON 3,6.0,Campfire,48.1386,-104.9322,MT,Sep,0,1994
9962,LEWIS MESA,0.6,Lightning,37.11,-108.363,CO,Jul,0,2008
9963,LINDEN - 6093,16.0,Debris Burning,32.59148333,-94.27201667,TX,Jun,0,2012
9964,FY2012-BERRIEN-017,0.79,Debris Burning,31.3786521,-83.37225749,GA,Dec,0,2011
9965,8010,4.0,Debris Burning,30.35788333,-95.35856667,TX,Mar,0,2013
9966,FY2011-APPLING-134,2.5,Debris Burning,31.83572863,-82.36299917,GA,Mar,0,2011
9967,HICKORY,2.0,Debris Burning,37.68305556,-89.38638889,IL,Feb,0,2012
9968,LIVINGSTON - 372,1.0,Railroad,30.35453333,-94.04606667,TX,May,0,2011
9969,EAGLE,30.5,Debris Burning,36.3622,-96.4497,OK,Apr,0,2015
9970,BEAVER CK,3.0,Lightning,44.9873,-121.4387,OR,Jun,1 days 00:00:00.000000000,2004
9971,FLETCHER 2,3.6,Arson,35.0425,-93.97472222,AR,Jul,1 days 00:00:00.000000000,2012
9972,SE TERRY  (36),4.0,Lightning,26.3464,-81.7243,FL,Jul,0,2015
9973,QUESTIONABLE PPE,1.0,Missing/Undefined,35.35178333,-81.74811667,NC,Jul,0,2011
9974,BAILEY FIRE,40.0,Equipment Use,33.48823333,-96.16375,TX,Sep,0,2011
9975,MILLERD,706.0,Lightning,42.9064,-114.3592,ID,Jul,1 days 00:00:00.000000000,2013
9976,FY2012-CRISP-022,1.75,Debris Burning,31.86986261,-83.87300456,GA,Feb,0,2012
9977,TWINN BUTTE,1.0,Miscellaneous,46.3983,-100.6178,ND,Sep,0,2008
9978,BUDDY,1.5,Arson,33.3167,-110.434,AZ,May,0,1993
9979,HALF & HALF,0.8,Lightning,48.61972222,-118.9886111,WA,Jul,2 days 00:00:00.000000000,2000
9980,FY2015-LAURENS-037,7.2,Debris Burning,32.357,-82.74966667,GA,Oct,0,2014
9981,LITTLE CHIEF,720.8,Powerline,36.6561,-96.5994,OK,Jan,6 days 00:00:00.000000000,2014
9982,GOOT 1,1.0,Debris Burning,48.2855,-109.9333,MT,Feb,0,2005
9983,EASTON,2.0,Debris Burning,46.61666527,-67.84999885,ME,May,0,1992
9984,636,1.0,Debris Burning,37.24,-96.98,KS,Mar,0,2015
9985,OTA 71,1.6,Equipment Use,43.27436,-116.09859,ID,Jul,0,2014
9986,FY2013-POLK-009,1.0,Arson,34.08305556,-85.41799722,GA,Jul,0,2012
9987,ORLEANS,1.0,Miscellaneous,41.29,-123.5708333,CA,May,1 days 00:00:00.000000000,2007
9988,MONTE APLANADO,1.5,Lightning,36.751111,-105.84,NM,May,0,2009
9989,MEAUWATAKA MOMMA,10.0,Debris Burning,44.31666667,-85.50972222,MI,Apr,0,2000
9990,CABIN CREEK,2084.0,Lightning,47.23861111,-112.9488889,MT,Sep,19 days 00:00:00.000000000,2001
9991,PENTZ,1.0,Debris Burning,39.653112,-121.591218,CA,Mar,0,2015
9992,1500020,1.0,Miscellaneous,39.32,-97.04,KS,Oct,0,2015
9993,OXYOKE,1.0,Lightning,44.66111111,-109.2897222,WY,Aug,3 days 00:00:00.000000000,2002
9994,CO-OP,1.0,Miscellaneous,33.3234,-112.2004,AZ,Apr,0,2006
9995,GEARY,256.0,Miscellaneous,35.9584,-98.6256,OK,Aug,1 days 00:00:00.000000000,2001
9996,YET ANOTHER 1,0.8,Lightning,36.45666667,-112.3683333,AZ,Oct,0,1996
9997,6087,4.0,Debris Burning,32.81233333,-94.55466667,TX,Jul,0,2015
9998,GAR1922886,1.0,Debris Burning,34.5032,-92.9565,AR,May,0,2014
9999,PATHETIC,2.0,Debris Burning,45.9269,-101.6001,SD,Mar,0,2004
10000,FY2002-MILLER-026,1.25,Debris Burning,31.1046,-84.7344,GA,Nov,0,2001
10001,PULLOFT,5.0,Arson,35.34361111,-84.23611111,TN,Mar,0,2004
10002,CRANBERRY FIRE,3.0,Miscellaneous,44.24213,-89.96068000000001,WI,May,0,2009
10003,UNIT 21,440.0,Lightning,33.39111111,-96.655,TX,Aug,8 days 00:00:00.000000000,2012
10004,HENDERSON - 571,1.1,Lightning,32.21766667,-94.13156667,TX,Sep,0,2011
10005,HOWARD TRAIL,956.0,Miscellaneous,31.10166667,-89.11333333,MS,Jan,4 days 00:00:00.000000000,1994
10006,CREEK,3.0,Missing/Undefined,38.8105,-108.6205,CO,Aug,5 days 00:00:00.000000000,2012
10007,MARK,1.0,Debris Burning,36.4184,-105.5547,NM,Mar,0,1992
10008,"11169 HWY 10, AL",13.0,Debris Burning,31.7664347,-86.4775828,AL,Mar,0,2011
10009,LINDEN - 626,39.0,Lightning,33.22444444,-94.13638889,TX,Sep,0,2011
10010,KEITH,1.0,Powerline,48.8511,-99.7671,ND,Jun,0,1999
10011,COALINGA,2.0,Missing/Undefined,36.295383,-120.2678,CA,Jun,0,2013
10012,FY2001-STEWART-030,15.48,Debris Burning,32.0817,-84.742,GA,Mar,0,2001
10013,GILMAN,1.0,Missing/Undefined,33.93575,-117.11247,CA,Oct,0,2009
10014,SANTA FE,1.0,Miscellaneous,37.11666667,-101.7666667,KS,Apr,0,1996
10015,DRY BRANCH,2.0,Arson,38.31756536,-81.55267992,WV,Oct,1 days 00:00:00.000000000,2001
10016,AREA 42,1.6,Fireworks,43.2525,-100.9089,SD,Jul,1 days 00:00:00.000000000,2006
10017,BOUSE 1,10.0,Debris Burning,33.9,-113.9841,AZ,Apr,0,1993
10018,FY2000-MCINTOSH-058,0.75,Arson,31.5322,-81.5148,GA,Feb,0,2000
10019,SUNDANCE,7.0,Debris Burning,40.8291,-115.8426,NV,Aug,0,1997
10020,NE 30162,8.0,Arson,36.2808,-94.8236,OK,Mar,0,2010
10021,GREAT WALL OF CHINA,2.5,Debris Burning,35.005283,-84.997417,TN,Sep,0,2011
10022,20004,4.0,Equipment Use,34.69500001,-94.86768335,OK,Jan,0,2010
10023,63,4.0,Miscellaneous,33.25293409,-89.58147527,MS,Jul,0,2015
10024,KETTLEBUTT,114.0,Debris Burning,43.5546,-112.3955,ID,Oct,0,1999
10025,BARELA,7.0,Lightning,36.73805556,-106.0922222,NM,Jul,0,2003
10026,SANTAFE 3,19.0,Railroad,35.5205,-113.3708,AZ,Jul,0,1994
10027,BIA ASSIST BEAVER CR,5.6,Missing/Undefined,48.00841,-108.42627,MT,Apr,1 days 00:00:00.000000000,2014
10028,SUGAR PINE2,1.0,Lightning,36.94,-118.985,CA,Aug,0,1992
10029,POWER,1.0,Miscellaneous,47.06055556,-93.91888889,MN,May,0,2003
10030,SAM,1801.0,Lightning,37.3033,-114.2475,NV,Jul,2 days 00:00:00.000000000,1998
10031,BELLVIEW,2.5,Arson,33.4637,-111.9588,AZ,Mar,0,2009
10032,6074,20.0,Debris Burning,33.54108333,-94.56391667,TX,Mar,0,2013
10033,30173,7.0,Debris Burning,36.09805556,-94.80388889,OK,Mar,0,2012
10034,PRESQUE ISLE,3.0,Debris Burning,46.73333345,-68.0166699,ME,Apr,0,1992
10035,PLUM CANYON,1.5,Lightning,43.56833333,-104.0369444,SD,Jul,0,2002
10036,POWER,16823.0,Equipment Use,38.52333333,-120.2116667,CA,Oct,15 days 00:00:00.000000000,2004
10037,UNNAMED FIRE 3071,1.0,Miscellaneous,32.680131,-116.51225,CA,Jan,0,2007
10038,SPRING MARSH WF,1.0,Equipment Use,46.81399999999999,-95.8345,MN,May,0,2003
10039,BLADEN SPRINGS/ 87 EAST #3,5.0,Arson,34.53936667,-78.47901667,NC,Mar,0,2013
10040,HAPPY,52.0,Campfire,40.51694444,-123.50055559999998,CA,Sep,10 days 00:00:00.000000000,2012
10041,TURNERFALL,600.0,Arson,34.4055,-97.1486,OK,Mar,0,2006
10042,DERBY2,1.0,Powerline,35.2633,-119.6082,CA,Jul,0,1998
10043,248,1.0,Arson,47.9772,-99.0153,ND,Aug,0,2008
10044,20048,3.0,Debris Burning,34.95026665,-95.20193334,OK,Feb,0,2011
10045,CANNS NECK,4.0,Fireworks,39.50421661,-78.36367735,WV,Jan,0,2015
10046,MCGOWAN 1,5.0,Campfire,44.169,-122.987,OR,Jul,1 days 00:00:00.000000000,2002
10047,SWAN FALLS,1.0,Powerline,43.2349,-116.3426,ID,Oct,0,1996
10048,BRETTEN BUSH,1.5,Lightning,44.7681,-121.763,OR,Aug,1 days 00:00:00.000000000,2012
10049,FINGER,693.0,Lightning,43.0627,-105.5639,WY,Aug,0,2000
10050,MURDOCK,2.0,Miscellaneous,45.2833,-107.4173,MT,Jul,0,2001
10051,SAGEHEN,8.0,Miscellaneous,41.08732,-120.46175,CA,Aug,0,2001
10052,FLOWER MTN,1.5,Railroad,35.055,-107.5462,NM,Apr,0,2000
10053,MM64 I84,9.0,Miscellaneous,43.4551,-116.09361,ID,Sep,0,2005
10054,HOUSE DOWN,1.0,Miscellaneous,30.05805556,-84.47305556,FL,Mar,0,2008
10055,LAUREL RIDGE,50.0,Debris Burning,36.1861,-81.3561,NC,Apr,0,2010
10056,SILTROAD,1.0,Miscellaneous,35.0459,-108.8184,NM,Mar,0,2001
10057,ESTATES,1.0,Equipment Use,34.185,-118.09,CA,Aug,0,1995
10058,HENDERSON - 043,5.0,Powerline,32.36793333,-94.89461667,TX,May,0,2010
10059,LD2403,2.0,Debris Burning,47.975,-99.0379,ND,Apr,0,1998
10060,LIVINGSTON - 296,5.0,Arson,30.26833333,-93.97266667,TX,Apr,0,2011
10061,MCKINLEY,0.9,Lightning,46.7724,-104.57203,MT,Aug,3 days 00:00:00.000000000,2015
10062,FY2014-MARION-010,214.7,Debris Burning,32.46445278,-84.65735833,GA,Jan,0,2014
10063,MATO,0.6,Fireworks,43.1456,-102.3733,SD,Jun,0,2012
10064,MILL CREEK,8.0,Miscellaneous,34.65,-83.95333333,GA,Oct,0,1998
10065,ENCIERRO,5.6,Lightning,34.7912,-108.1426,NM,Jul,3 days 00:00:00.000000000,2002
10066,FY2013-HANCOCK-027,4.2,Campfire,33.16199722,-83.07206667,GA,Feb,0,2013
10067,PUTNAM/WARD ROAD FIRE,1.5,Powerline,29.7533,-81.7405,FL,Feb,0,2011
10068,INDIAN CK FIRE,5.0,Campfire,37.4195,-84.0267,KY,Mar,0,2015
10069,CLAMPETT#2,12.0,Miscellaneous,33.8633,-94.5694,OK,Sep,0,2005
10070,GREEN TRACTOR (53),46.0,Debris Burning,27.9336,-81.703,FL,Apr,0,2012
10071,RODEO,2.5,Miscellaneous,33.1187,-110.0856,AZ,May,0,1998
10072,FY2013-TURNER-013,0.78,Debris Burning,31.70105,-83.469025,GA,Feb,0,2013
10073,OKERMAN,15546.0,Lightning,46.15,-105.5444,MT,Aug,0,2007
10074,MUSTANG DR,2.7,Arson,35.6636,-85.54436700000001,TN,Dec,0,2012
10075,MORTON GAP,10.0,Smoking,35.13333333,-82.88333333,NC,Apr,0,2002
10076,ISAAC CREEK,5.0,Debris Burning,39.18956105,-80.45727496,WV,Mar,0,2002
10077,LINDEN - 472,2.0,Lightning,32.80016667,-94.67565,TX,Aug,0,2011
10078,FY2001-TWIGGS-043,18.25,Debris Burning,32.6984,-83.5479,GA,Jan,0,2001
10079,P HIGHWAY,1.5,Lightning,37.395,-91.17666667,MO,May,0,1997
10080,11-00084,1.0,Miscellaneous,44.019639,-107.908056,WY,Apr,0,2011
10081,TURNBULL,130.0,Lightning,33.1667,-110.334,AZ,Jun,1 days 00:00:00.000000000,1993
10082,OLD SNAG,1.1,Miscellaneous,40.100458,-75.446118,PA,Apr,0,1992
10083,BLAND,10.0,Arson,37.14666667,-81.10666667,VA,May,0,1997
10084,BLOOMFIELD (35),5.0,Campfire,28.7308,-81.8203,FL,May,0,2012
10085,FY2001-EARLY-017,7.64,Debris Burning,31.2247,-85.0953,GA,Oct,0,2000
10086,HILL ROAD,1.5,Missing/Undefined,46.65122,-112.05599,MT,Aug,0,1996
10087,35/WEST LOOP FIRE/0110,2.0,Debris Burning,28.6858,-81.9166,FL,Jan,0,2011
10088,OLD FALL LICK,35.0,Debris Burning,37.52895,-84.5263,KY,Oct,0,2010
10089,BROKEN MIRROR FIRE,1.5,Campfire,47.70694444,-91.87,MN,Sep,0,2001
10090,PISTOL LANE FIRE 2,1.0,Arson,36.591667,-84.57508299999999,TN,Mar,0,2015
10091,CARRIZO 1,11.5,Lightning,36.7489,-109.1901,AZ,Jul,3 days 00:00:00.000000000,2005
10092,GLACIAL RIDGE 6,125.0,Miscellaneous,47.75555556,-96.38111111,MN,May,0,2007
10093,VONDAVILLE,2.0,Arson,33.3501,-110.4507,AZ,May,0,1994
10094,UNITIINO2,2.0,Arson,38.8122,-75.2,DE,Mar,0,1997
10095,MILL SPRINGS,0.75,Lightning,44.97666667,-119.7647222,OR,Sep,1 days 00:00:00.000000000,2013
10096,CLINE,140.0,Arson,34.5428,-94.9103,OK,Jan,0,2006
10097,BOXER,136.0,Debris Burning,35.2422,-96.1547,OK,Mar,0,2011
10098,RUIN,7.2,Arson,34.6667,-110.664,AZ,Feb,0,2000
10099,DEER PARK,3.0,Lightning,36.29638889,-105.5288889,NM,Oct,22 days 00:00:00.000000000,2012
10100,B.KNIPPLIN,1.0,Lightning,44.1614,-99.3451,SD,Aug,0,1995
10101,NO.GULCH,758.0,Lightning,36.3833,-113.8341,AZ,Sep,2 days 00:00:00.000000000,1995
10102,COW,18.0,Miscellaneous,37.03583333,-102.0313889,KS,Jul,0,2007
10103,OAK CREEK,1.5,Campfire,36.0789,-115.4742,NV,Jun,1 days 00:00:00.000000000,2008
10104,30677,2.0,Arson,35.96833331,-94.65366669,OK,Apr,0,2009
10105,SYCAMORE,0.7,Miscellaneous,33.80666667,-111.485,AZ,Jun,0,2001
10106,FY2011-BALDWIN-011,0.78,Debris Burning,32.99314341,-83.37588997,GA,Jan,0,2011
10107,345,2.0,Debris Burning,34.3834,-94.9002,OK,Aug,0,1995
10108,GRANITE,16.0,Lightning,42.45,-107.0006,WY,Aug,0,1997
10109,LAKE,1.25,Lightning,34.21305556,-107.35666670000002,NM,Aug,0,2013
10110,FLUME,20.0,Lightning,39.1166,-108.784,CO,Jul,2 days 00:00:00.000000000,1995
10111,WATER TANK,3.0,Miscellaneous,48.89444444,-115.1652778,MT,Jul,0,2005
10112,FINN CREEK,5.2,Lightning,48.77694444,-116.6238889,ID,Sep,4 days 00:00:00.000000000,2001
10113,PENN,12.0,Equipment Use,36.4248,-96.2336,OK,Nov,0,2005
10114,"232 NOTTINGHAM RD, AL",1.0,Debris Burning,33.4076299,-86.17930190000001,AL,Jul,0,2011
10115,PAT,1.0,Miscellaneous,41.06115,-124.139217,CA,Sep,0,2014
10116,OLD SKID ROAD,2.0,Arson,37.99539264,-81.18518759,WV,Apr,0,1997
10117,DOUBLE CREEK,692.0,Lightning,46.25388889,-114.8075,ID,Sep,39 days 00:00:00.000000000,2001
10118,IVES FIELD,63.0,Miscellaneous,34.95916667,-76.99361111,NC,Apr,0,2014
10119,SUGARLOAF,0.9,Equipment Use,40.90333333,-122.4397222,CA,Nov,1 days 00:00:00.000000000,2013
10120,BEAVER CR,1159.0,Lightning,64.7829,-146.2691,AK,Jun,34 days 00:00:00.000000000,2000
10121,PERRY BREWSTER ROAD,5.0,Miscellaneous,48.37333333,-120.22,WA,Apr,0,1999
10122,DEUCE,4.8,Debris Burning,34.08277778,-87.37277778,AL,Nov,0,2011
10123,BELVADO,5.0,Arson,33.3501,-110.484,AZ,Jun,0,1993
10124,WAGON WHEEL,200.0,Lightning,41.5092,-112.5481,UT,Aug,1 days 00:00:00.000000000,2009
10125,PLEASENT VALLEY FIRE,12.5,Debris Burning,38.321651,-83.100449,KY,Nov,1 days 00:00:00.000000000,2014
10126,LIGHTNING PEAK #2,1.0,Missing/Undefined,48.22761,-115.2551,MT,Aug,5 days 00:00:00.000000000,1994
10127,EAST CARBON,2.0,Missing/Undefined,39.5475,-110.4331,UT,Jun,12 days 00:00:00.000000000,2015
10128,HALSEY SOUTH,10.0,Lightning,45.82944439999999,-88.6488889,WI,May,0,2010
10129,CHINA MAN,43.3,Debris Burning,35.3653,-96.7517,OK,Jan,0,2009
10130,10089,13.0,Arson,34.48999999,-94.59666665,OK,Feb,0,2009
10131,LIVINGSTON - 8069,3.0,Powerline,30.90391667,-94.71145,TX,Sep,0,2012
10132,U ROAD,8.2,Lightning,25.6255,-80.60264000000001,FL,Jun,4 days 00:00:00.000000000,2009
10133,HARPERS EAST,45.0,Lightning,40.2736,-108.9306,CO,Jun,1 days 00:00:00.000000000,2006
10134,TENAJA,1.0,Miscellaneous,33.5192,-117.30845,CA,Jul,0,2013
10135,ELK,3.0,Lightning,33.67343,-105.441908,NM,Aug,0,2011
